movie_id,title,genres,tmdb_id,overview,poster_path,release_date,runtime,budget,revenue,keywords,cast,director
654,Chinatown,Film-Noir|Mystery|Thriller,829,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",https://image.tmdb.org/t/p/w500/1Wi1dgGRDmSETi4fZGWhRhQDSRj.jpg,1974-06-20,130,6000000,30000000,"['dying and death', 'sea', 'pedophilia', 'rape', 'mistake in person', 'river', 'chinatown', 'barrage', 'conspiracy', 'whodunit', 'los angeles, california', 'private detective', 'neo-noir']","['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman']",Roman Polanski
655,Stand by Me,Adventure|Comedy|Drama,235,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",https://image.tmdb.org/t/p/w500/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,1986-08-08,89,8000000,52300000,"['friendship', 'based on novel or book', 'leech', 'affectation', 'bullying', 'road trip', 'oregon, usa', 'coming of age', 'nostalgic', 'railroad track', 'story within the story', 'flipping coin', 'campfire story', 'pie eating', 'told in flashback', 'child', '1950s', 'boys', 'coin toss', 'sentimental', 'admiring', 'familiar']","['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland']",Rob Reiner
656,M,Crime|Film-Noir|Thriller,41549,"A young writer can't write a word for his next novel, he also doesn't feel right with his fiancée; because he falls in love with a woman, but he can't remember who she is and can't figure out if she's real or just a dream.",https://image.tmdb.org/t/p/w500/hvJC0SyAhaYp0mA1Dnkf4m6j8VZ.jpg,2007-10-25,110,0,0,[],"['Gang Dong-won', 'Lee Yeon-hee', 'Gong Hyo-jin', 'Im Won-hee', 'Yoon Ga-hyun']",Lee Myung-se
657,The Manchurian Candidate,Film-Noir|Thriller,982,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",https://image.tmdb.org/t/p/w500/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,1962-10-24,126,2200000,7700000,"['communist', 'cold war', 'korean war (1950-53)', 'stepparents', 'conspiracy', 'brainwashed assassin', 'brainwashing', 'black and white', 'election', 'presidential candidate', 'sleeper agent', 'queen of diamonds', 'korea']","['Frank Sinatra', 'Laurence Harvey', 'Angela Lansbury', 'Janet Leigh', 'James Gregory']",John Frankenheimer
658,Pump Up the Volume,Drama,8428,"Mark Hunter, a lonely high school student, uses his shortwave radio to moonlight as the popular pirate DJ ""Hard Harry."" When his show gets blamed for a teen committing suicide, the students clash with high school faculty and the authorities.",https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg,1990-08-22,105,0,11500000,"['rebellion', 'high school', 'suicide', 'hero', 'authority', 'chaos', 'freedom', 'arizona', 'radio', 'cult', 'pirate radio', 'principal', 'pirate', 'parents', 'dj']","['Christian Slater', 'Samantha Mathis', 'Annie Ross', 'Scott Paulin', 'Mimi Kennedy']",Allan Moyle
659,Arsenic and Old Lace,Comedy|Mystery|Thriller,212,"Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!",https://image.tmdb.org/t/p/w500/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg,1944-09-01,118,1120175,0,"['poison', 'cemetery', 'insanity', 'cellar', 'marriage', 'halloween', 'murder', 'serial killer', 'writer', 'corpse', 'critic']","['Cary Grant', 'Priscilla Lane', 'Josephine Hull', 'Jean Adair', 'Raymond Massey']",Frank Capra
660,Fried Green Tomatoes,Drama,1633,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",https://image.tmdb.org/t/p/w500/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg,1991-12-27,130,11000000,119400000,"['based on novel or book', 'southern usa', 'alabama', 'tomato', 'cafe', 'bee', 'nursing home', 'tomboy', 'lesbian']","['Kathy Bates', 'Jessica Tandy', 'Mary-Louise Parker', 'Mary Stuart Masterson', 'Cicely Tyson']",Jon Avnet
661,High Noon,Western,288,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople.",https://image.tmdb.org/t/p/w500/m3EzjFuSK49woacPF1PyHcNM39B.jpg,1952-06-09,85,730000,8000000,"['gunslinger', 'showdown', 'fistfight', 'u.s. marshal', 'shootout', 'morality', 'black and white', 'battle', 'justice', 'one against many', 'quick draw', 'brawl', 'ticking clock']","['Gary Cooper', 'Thomas Mitchell', 'Lloyd Bridges', 'Grace Kelly', 'Katy Jurado']",Fred Zinnemann
662,Somewhere in Time,Drama|Romance,16633,"Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, by self-hypnosis he manages to travel back in time—where he meets her.",https://image.tmdb.org/t/p/w500/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg,1980-10-02,103,5100000,0,"['hypnosis', 'time travel', 'playwright', 'photograph', '1910s', 'stage actress']","['Christopher Reeve', 'Jane Seymour', 'Christopher Plummer', 'Teresa Wright', 'Bill Erwin']",Jeannot Szwarc
663,Being There,Comedy,10322,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",https://image.tmdb.org/t/p/w500/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,1979-12-19,130,0,30177511,"['usa president', 'washington dc, usa', 'based on novel or book', 'identity', 'autism', 'impotence', 'botanist']","['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden', 'Richard Dysart']",Hal Ashby
664,"Paris, Texas",Drama,655,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",https://image.tmdb.org/t/p/w500/tgw3TJTWgNUYCgL5Pa546VVVvSU.jpg,1984-07-16,145,1750000,2181987,"['van', 'regret', 'sibling relationship', 'texas', 'peep show', 'redemption', 'mute', 'los angeles, california', 'on the road', 'desert', 'family', 'modern-day western', 'neo-western', 'new german cinema']","['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Hunter Carson', 'Aurore Clément']",Wim Wenders
665,Junichi Yaoi's UFO On-site Coverage Vol.3: Is there a Child between a Human and an Alien - Explore the Mystery of the Underground Secret Base!!,Action|Horror|Sci-Fi|Thriller,1295001,Junichi Yaoi talks about secret theories about aliens.,https://image.tmdb.org/t/p/w500/A6DcR7vOeKxSBoO5ZEvNVi2IhpZ.jpg,1992-12-25,100,0,0,[],"[""Jun'ichi Yaoi"", 'Masaaki Yajima']",Jun'ichi Yaoi
666,Blood for Dracula,Horror,25944,"Deathly ill Count Dracula and his slimy underling, Anton, travel to Italy in search of a virgin's blood. They're welcomed at the crumbling estate of indebted Marchese Di Fiore, who's desperate to marry off his daughters to rich suitors. But there, instead of pure women, the count encounters incestuous lesbians with vile blood and Marxist manservant Mario, who's suspicious of the aristocratic Dracula.",https://image.tmdb.org/t/p/w500/cLyCHzPT5kLBEPn4DMcqgNbjwke.jpg,1974-08-13,103,0,0,"['virgin', 'rape', 'communist', 'vampire', 'italy', 'coffin', 'parody', 'incest', 'campy']","['Udo Kier', 'Joe Dallesandro', 'Vittorio De Sica', 'Maxime McKendry', 'Arno Jürging']",Paul Morrissey
667,Audrey Rose,Horror,49126,"A man is convinced that a young girl is the reincarnation of his own daughter Audrey Rose, who died in a fiery car accident, along with his wife, two minutes before the girl was born.",https://image.tmdb.org/t/p/w500/eJN2VdJmzw5OrQPadCC1Iov2xVt.jpg,1977-04-06,113,0,0,"['based on novel or book', 'nightmare', 'stranger', 'curious', 'frantic', 'desperate', 'complex', 'anxious', 'dramatic', 'compassionate']","['Marsha Mason', 'Anthony Hopkins', 'John Beck', 'Susan Swift', 'Norman Lloyd']",Robert Wise
668,Nightmare,Action|Horror,40368,A drug-treated schizophrenic plagued by horrible nightmares is released from the hospital and goes on a killing spree.,https://image.tmdb.org/t/p/w500/nme2c8xm9eFInw6W9SZoRpL3QbD.jpg,1981-10-23,99,0,0,"['nightmare', 'gore', 'murder', 'slasher', 'video nasty']","['Baird Stafford', 'Sharon Smith', 'C.J. Cooke', 'Mik Cribben', 'Danny Ronan']",Romano Scavolini
669,Body Parts,Horror,32146,"A criminal psychologist loses his arm in a car crash, and becomes one of three patients to have their missing limbs replaced by those belonging to an executed serial killer. One of them dies violently, and disturbing occurrences start happening to the surviving two.",https://image.tmdb.org/t/p/w500/8hFSFiLMy0wnyVaaJ4EHFlPD1yf.jpg,1991-08-02,88,0,0,"['death row', 'psychologist', 'car accident']","['Jeff Fahey', 'Lindsay Duncan', 'Kim Delaney', 'Zakes Mokae', 'Brad Dourif']",Eric Red
670,Body Snatchers,Horror|Sci-Fi|Thriller,4722,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",https://image.tmdb.org/t/p/w500/s8WdtuOBvfEsuPtbQVpNfEgd5aR.jpg,1993-06-09,87,13000000,428868,"['distrust', 'escape', 'military base', 'alien', 'remake', 'soldier', 'alien invasion', 'alien infection', 'sleeping', 'doppelgänger', 'body snatchers', 'emotionless', 'body snatching', 'body snatcher']","['Terry Kinney', 'Meg Tilly', 'Gabrielle Anwar', 'Reilly Murphy', 'Billy Wirth']",Abel Ferrara
671,Bride of Frankenstein,Horror,229,"Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.",https://image.tmdb.org/t/p/w500/5241zUwe7rC17MNc2QpCBKKdp1N.jpg,1935-04-20,75,393750,2000000,"['hermit', 'monster', 'lightning', 'cemetery', 'mill', 'mad scientist', 'black and white', 'comedic relief', 'frankenstein', 'shrunken human']","['Boris Karloff', 'Colin Clive', 'Valerie Hobson', 'Ernest Thesiger', 'Elsa Lanchester']",James Whale
672,Candyman,Horror,9529,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",https://image.tmdb.org/t/p/w500/n38YbNqUf5KWpMJFc4X3t0rlhg5.jpg,1992-10-16,100,6000000,25792310,"['based on novel or book', 'investigation', 'urban legend', 'urban', 'university', 'evil', 'candyman', 'hook for a hand', 'housing project', 'urban decay', 'romantic']","['Virginia Madsen', 'Tony Todd', 'Xander Berkeley', 'Kasi Lemmons', 'Vanessa Williams']",Bernard Rose
673,Cape Fear,Film-Noir|Thriller,11349,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",https://image.tmdb.org/t/p/w500/9BzUTJMoH1mQUiqI1C9glrWEuxa.jpg,1962-04-12,105,35000000,103000000,"['small town', 'psychopath', 'poison', 'ex-detainee', 'boat', 'film noir', 'lawyer', 'dog', 'family', 'listening to the radio', 'aggressive', 'intense']","['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin', 'Martin Balsam']",J. Lee Thompson
674,Cat People,Horror,6217,"After years of separation, Irena Gallier and her minister brother, Paul, reunite in New Orleans. When zoologists capture a wild panther, Irena is drawn to the cat – and zoo curator Oliver to her. Soon, Paul will have to reveal the family secret: that when sexually aroused, they revert into predatory jungle cats.",https://image.tmdb.org/t/p/w500/nYcQnkbTD4LDmp11HCReQuUoMKD.jpg,1982-04-02,118,12500000,21000000,"['cat', 'shotgun', 'transformation', 'remake', 'attack', 'lingerie', 'held captive', 'incest', 'dissection', 'morphing', 'jungle cat', 'erotic movie', 'turned into animal', 'animal transformation', 'cats']","['Nastassja Kinski', 'Malcolm McDowell', 'John Heard', ""Annette O'Toole"", 'Ruby Dee']",Paul Schrader
675,Nosferatu,Horror,653,"The mysterious Count Orlok summons Thomas Hutter to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen. After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock, prepares for his master to arrive at his new home.",https://image.tmdb.org/t/p/w500/zv7J85D8CC9qYagAEhPM63CIG6j.jpg,1922-02-16,95,0,19054,"['self sacrifice', 'transylvania', 'germany', 'loss of loved one', 'vampire', 'shapeshifting', 'coffin', 'supernatural', 'castle', 'ghost ship', 'black and white', 'silent film', 'seashore', 'vampire bat', 'real estate agent', 'ghoul', 'psychotronic', 'locket', 'sailing ship', 'corpse in coffin', 'nosferatu', 'real estate', 'black death', 'expressionism', 'mountain country', 'sleepwalking', 'romania', 'rat', 'german expressionism', 'dracula']","['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff']",F. W. Murnau
676,The Crucible,Drama,20539,A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,https://image.tmdb.org/t/p/w500/zv69Rev43me5gQ68x7fk1mQzhHn.jpg,1996-11-27,124,25000000,7343114,"['witch', 'massachusetts', 'based on play or musical', 'satan', 'curse', 'salem, massachusetts', '17th century', 'salem witch trials']","['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Joan Allen', 'Bruce Davison']",Nicholas Hytner
677,Fire on the Mountain,Documentary,168283,"A documentary film about the exploits of the 10th Mountain Division, an elite group of mountain climbers who fought decisive battles against the Nazis in the Italian Alps during the final days of World War II. From the intensive training atop the Colorado Rockies to the spectacular night climb of Italy's Riva Ridge.",https://image.tmdb.org/t/p/w500/eBPv4D5nnKCnxnaqg8ywYBGUrgD.jpg,1996-11-29,72,0,0,"['nazi', 'world war ii', 'us military', 'skiing']",['Steve Kanaly'],George Gage
678,Volcano,Drama|Thriller,10357,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in the city to try and stop the volcano from consuming LA.",https://image.tmdb.org/t/p/w500/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg,1997-04-25,104,90000000,122823468,"['lava', 'subway', 'volcano', 'volcanology', 'burned alive', 'disaster', 'los angeles, california', 'disaster movie', 'firemen']","['Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann', 'Don Cheadle', 'Jacqueline Kim']",Mick Jackson
679,Conan the Barbarian,Action|Adventure,9387,"A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",https://image.tmdb.org/t/p/w500/qw2A587Ee61IwcSOLNFRhuOACZZ.jpg,1982-04-02,129,20000000,74000000,"['epic', 'based on novel or book', 'gladiator', 'fight', 'magic', 'repayment', 'mythology', 'despot', 'black magic', 'warlord', 'stone age', 'thief', 'barbarian', 'wizard', 'warrior', 'serpent', 'action hero', 'sword and sorcery', 'mysticism', 'good versus evil']","['Arnold Schwarzenegger', 'James Earl Jones', 'Max von Sydow', 'Sandahl Bergman', 'Ben Davidson']",John Milius
680,Kull the Conqueror,Action|Adventure,17832,"A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way.",https://image.tmdb.org/t/p/w500/cgKK2eCdb5LLaQBDQZbmR312q1O.jpg,1997-08-29,95,30000000,6112613,"['martial arts', 'showdown', 'based on novel or book', 'sword', 'planetary alignment', 'traitor', 'sword fight', 'fate', 'barbarian', 'witchcraft', 'warrior', 'sword and sorcery']","['Kevin Sorbo', 'Tia Carrere', 'Karina Lombard', 'Thomas Ian Griffith', 'Litefoot']",John Nicolella
681,Wishmaster,Horror,10351,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",https://image.tmdb.org/t/p/w500/t7rep7SCqiy4COUsq2cOcdQwzU0.jpg,1997-09-19,90,5000000,15738769,"['fire', 'menace', 'wish', 'djinn', 'absurd', 'complicated', 'disdainful', 'frustrated', 'harsh', 'tragic']","['Angus Scrimm', 'Andrew Divoff', 'Tammy Lauren', 'Robert Englund', 'Ari Barak']",Robert Kurtzman
682,I Know What You Did Last Summer,Horror|Mystery|Thriller,3597,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure.",https://image.tmdb.org/t/p/w500/aYcLakDaAJtu2HtVvOXNx8inNlK.jpg,1997-10-17,101,17000000,125586134,"['high school', 'police', 'blackmail', 'fisherman', 'cover-up', 'friends', 'revenge', 'murder', 'pageant', 'slasher', 'killer']","['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Freddie Prinze Jr.', 'Ryan Phillippe', 'Bridgette Wilson-Sampras']",Jim Gillespie
683,Bob Truax: US Navy's Rocket Man,Comedy,271015,A profile of the pioneering rocket scientist Bob Truax.,,2008-01-01,0,0,0,[],[],
684,In the Line of Fire,Action|Thriller,9386,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",https://image.tmdb.org/t/p/w500/3NvOFpmyECI3DNExYMtFIRcGMsu.jpg,1993-07-08,128,40000000,177000000,"['assassin', 'central intelligence agency (cia)', 'usa president', 'the white house', 'bodyguard', 'stalking', 'election', 'secret service', 'u.s. secret service agent']","['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott', 'Gary Cole']",Wolfgang Petersen
685,Executive Decision,Action|Thriller,2320,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",https://image.tmdb.org/t/p/w500/hLjXkFr9fHlWzRVwu1T31QSVHRq.jpg,1996-03-15,132,55000000,121969216,"['rescue', 'airplane', 'panic', 'bomb', 'ransom', 'hostage', 'hijacking', 'terror cell', 'special unit', 'deception', 'flashback', 'survival', 'covert operation', 'disaster', 'shootout', 'terrorism', 'explosion', 'surveillance', 'night vision goggles', 'flight attendant', 'intelligence agent', 'hand to hand combat', 'nerve gas']","['Kurt Russell', 'Steven Seagal', 'Halle Berry', 'John Leguizamo', 'Oliver Platt']",Stuart Baird
686,A Perfect World,Action|Drama,9559,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",https://image.tmdb.org/t/p/w500/1II9kMjOuho3pnEvxkpx7e3ozOO.jpg,1993-11-24,138,30000000,135100000,"['hostage', 'texas', 'prison escape', 'escaped convict', 'child kidnapping', 'child driving car', 'criminologist', '1960s']","['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther', 'Bradley Whitford']",Clint Eastwood
687,McHale's Navy,Comedy|War,14908,"Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business.",https://image.tmdb.org/t/p/w500/tg9qzqF349j526pNZnjPB4p2UED.jpg,1997-04-18,108,0,4529843,"['exotic island', 'u.s. navy', 'base', 'terrorism']","['Tom Arnold', 'Dean Stockwell', 'Debra Messing', 'David Alan Grier', 'Bruce Campbell']",Bryan Spicer
688,Leave It to Beaver,Comedy,37244,"The Cleavers are an all-American family living in Ohio – wise father Ward, loving mother June, teenage son Wally, and 8-year-old Theodore, better known as 'Beaver'. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile, Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",https://image.tmdb.org/t/p/w500/zBe7rCrImp9XxSGWTWAmYlPEXeN.jpg,1997-08-22,84,15000000,10925060,"['ohio', 'american football team', 'slice of life', 'brother brother relationship', 'based on tv series', 'family comedy']","['Christopher McDonald', 'Janine Turner', 'Cameron Finley', 'Erik von Detten', 'Adam Zolotin']",Andy Cadiff
689,The Jackal,Action|Thriller,4824,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",https://image.tmdb.org/t/p/w500/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,1997-11-14,124,60000000,159300000,"['showdown', 'hitman', 'politics', 'bratva (russian mafia)', 'cold war', 'fbi', 'montreal, canada', 'revenge', 'terrorism', 'ira (irish republican army)', 'pretending to be gay']","['Bruce Willis', 'Richard Gere', 'Sidney Poitier', 'Diane Venora', 'J.K. Simmons']",Michael Caton-Jones
690,Seven Years in Tibet,Drama|War,978,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",https://image.tmdb.org/t/p/w500/5euQXAgJ34TdUFl1t3O6Jw2lJAs.jpg,1997-09-12,136,70000000,131457682,"['himalaya mountain range', 'buddhism', 'buddhist monk', 'world war ii', 'prisoner of war', 'mountain', 'monsoon', 'austria', 'tibet', 'dalai lama', 'mountaineer', 'lhasa', 'wedding', 'based on memoir or autobiography', ""people's liberation army""]","['Brad Pitt', 'Jamyang Jamtsho Wangchuk', 'David Thewlis', 'BD Wong', 'Mako']",Jean-Jacques Annaud
691,Dark City,Film-Noir|Sci-Fi|Thriller,2666,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",https://image.tmdb.org/t/p/w500/tNPEGju4DpTdbhBphNmZoEi9Bd3.jpg,1998-02-27,100,27000000,27200000,"['beach', 'experiment', 'chaos', 'paranoia', 'dystopia', 'sleep', 'manipulation', 'mad scientist', 'fugitive', 'serial killer', 'memory', 'cyberpunk', 'duel', 'parallel world', 'alien race', 'tech noir', 'neo-noir', 'retrofuturism']","['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien""]",Alex Proyas
692,The American President,Comedy|Drama|Romance,9087,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",https://image.tmdb.org/t/p/w500/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,1995-11-17,114,62000000,107879496,"['new love', 'usa president', 'the white house', 'widower', 'wildlife conservation']","['Michael Douglas', 'Annette Bening', 'Martin Sheen', 'Michael J. Fox', 'Anna Deavere Smith']",Rob Reiner
693,Casino,Drama,524,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",https://image.tmdb.org/t/p/w500/4TS5O1IP42bY2BvgMxL156EENy.jpg,1995-11-22,179,50000000,116112375,"['drug abuse', 'casino', 'based on novel or book', 'poker', 'italian american', 'gambling', '1970s', 'fbi', 'pimp', 'greed', 'cocaine', 'overdose', 'car bomb', 'rise and fall', 'money', 'murder', 'organized crime', 'mafia', 'jewish american', 'las vegas', 'desert', 'aggressive', '1980s', 'dramatic', 'suspenseful', 'frightened', 'brutal violence', 'fbi surveillance']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles']",Martin Scorsese
694,Persuasion,Romance,17015,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.",https://image.tmdb.org/t/p/w500/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,1995-05-01,107,0,0,"['captain', 'based on novel or book', 'napoleonic wars', 'old flame', 'admiral']","['Amanda Root', 'Ciarán Hinds', 'Susan Fleetwood', 'Fiona Shaw', 'John Woodvine']",Roger Michell
695,Kicking and Screaming,Comedy|Drama,28387,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,1995-10-06,96,0,718490,"['friendship', 'college', 'male friendship', 'campus', 'video store', 'graduate']","['Josh Hamilton', ""Olivia d'Abo"", 'Chris Eigeman', 'Parker Posey', 'Jason Wiles']",Noah Baumbach
696,City Hall,Drama|Thriller,11062,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://image.tmdb.org/t/p/w500/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg,1996-02-16,111,40000000,33440204,"['drug dealer', 'corruption', 'undercover agent', 'police', 'undercover', 'presidential election', 'war on drugs', 'mayor', 'investigation', 'drugs']","['Al Pacino', 'John Cusack', 'Bridget Fonda', 'Danny Aiello', 'Martin Landau']",Harold Becker
697,The Basketball Diaries,Drama,10474,A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.,https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,1995-04-21,102,2000000,2381087,"['new york city', 'sports', 'heroin', 'addiction', 'basketball', 'friends', 'based on memoir or autobiography', 'drugs', '1960s', 'school suspension', 'gay theme', 'teenager']","['Leonardo DiCaprio', 'Mark Wahlberg', 'Lorraine Bracco', 'Michael Imperioli', 'Ernie Hudson']",Scott Kalvert
