gender,age,occupation,zip_code,user_id
M,50,8,78065,2404
F,56,12,01520,2405
M,35,16,11358,2406
F,45,1,01609,2407
F,35,9,06074,2408
M,56,7,06071,2409
F,35,14,01536,2410
M,56,13,01501,2411
F,56,7,06118,2412
M,25,1,49503,2413
M,25,7,22407,2414
M,45,7,01531,2415
M,45,1,53045,2416
F,1,10,06074,2417
M,25,0,06096,2418
M,50,7,37938,2419
M,35,7,44306,2420
F,50,9,02865,2421
F,45,9,01520,2422
M,25,17,95035,2423
F,35,14,45243,2424
M,56,0,01606,2425
F,25,14,94010,2426
M,45,17,45255,2427
M,25,2,22903,2428
M,25,4,22902,2429
F,25,4,22903,2430
M,25,4,22903,2431
M,25,4,22903,2432
M,25,4,22901,2433
M,25,4,22903,2434
M,25,7,22902,2435
M,25,4,22923,2436
M,35,1,22903,2437
M,45,17,48105,2438
M,50,17,01430,2439
F,45,6,42406,2440
M,35,17,36830,2441
F,35,0,49464,2442
F,45,4,42420,2443
M,25,0,48104,2444
M,18,7,10038,2445
M,25,14,03051,2446
M,35,6,37932,2447
M,56,13,37922,2448
M,45,16,01612,2449
M,45,12,37853,2450
M,45,7,01545,2451
M,25,7,55429,2452
M,18,0,97005,2453
M,35,7,48197,2454
M,25,5,48103,2455
M,25,0,60656,2456
M,25,7,85040,2457
M,50,7,44313,2458
F,50,1,36067,2459
M,18,4,98117,2460
M,35,1,44303,2461
M,25,7,33916,2462
F,18,4,44106,2463
M,50,6,44333,2464
M,25,15,94303,2465
M,1,10,44224,2466
M,50,1,44240,2467
M,25,4,90048,2468
M,35,18,52001,2469
M,50,13,98683,2470
M,25,18,37922,2471
M,25,12,98105,2472
M,25,12,83815,2473
F,25,18,98115,2474
M,50,12,78703,2475
M,45,0,42420,2476
M,50,1,37922,2477
F,25,1,23454,2478
F,18,20,94410,2479
M,35,14,03054,2480
F,50,3,37772,2481
M,56,13,90503,2482
M,45,5,31901,2483
M,35,14,95746,2484
M,18,12,98105,2485
M,45,7,55438,2486
F,45,2,31804,2487
F,35,9,37843,2488
M,25,12,94703,2489
M,35,7,22904,2490
F,45,2,37924,2491
M,45,2,90631,2492
M,18,4,52003,2493
F,18,4,56401,2494
M,50,1,37932,2495
F,50,14,37922,2496
M,56,18,70817,2497
M,50,0,36109,2498
M,56,1,29672,2499
M,25,15,37923,2500
M,56,13,49423,2501
M,35,17,19360,2502
M,25,7,98115,2503
M,25,7,55405,2504
F,25,14,98225,2505
M,25,4,94107,2506
F,35,3,77429,2507
M,25,5,36109,2508
M,25,7,37930,2509
M,25,7,15209,2510
F,45,14,36109,2511
M,56,1,37922,2512
M,56,14,37922,2513
M,45,12,37914,2514
F,45,6,37909,2515
F,35,9,53806,2516
M,25,7,11793,2517
F,45,2,14850,2518
F,56,2,95448,2519
M,35,17,49424,2520
M,18,11,60614,2521
M,25,17,49423,2522
F,56,9,38558,2523
F,35,1,37922,2524
M,56,13,37923,2525
M,35,15,36109,2526
M,56,0,37922,2527
F,35,9,95903,2528
M,18,0,42420,2529
F,45,7,52003,2530
F,56,13,37917,2531
F,25,3,49423,2532
F,50,6,37922,2533
F,56,2,03431,2534
M,56,13,37830,2535
M,35,11,37620,2536
M,56,13,37923,2537
M,35,7,32444,2538
F,45,6,42420,2539
F,35,5,49424,2540
F,45,13,37922,2541
F,35,0,42420,2542
M,45,1,52001,2543
M,56,13,37830,2544
F,56,13,37931,2545
F,35,0,37920,2546
F,35,6,37919,2547
M,56,13,37938,2548
M,50,7,37931,2549
M,25,12,98133,2550
F,25,9,29369,2551
M,25,7,29369,2552
M,25,1,97405,2553
M,56,7,10522,2554
M,25,4,02430,2555
F,18,19,02452,2556
M,56,17,53061,2557
M,18,10,53207,2558
F,45,6,84318,2559
M,25,15,06460,2560
M,18,0,98021,2561
M,45,13,53132,2562
F,35,20,43230,2563
M,35,5,34786,2564
M,35,17,94022,2565
M,25,0,06451,2566
M,25,17,31311,2567
M,45,0,45248,2568
F,56,14,95005,2569
M,35,17,20151,2570
M,35,14,75005,2571
M,45,16,94536,2572
M,50,6,06511,2573
M,35,7,76248,2574
M,18,17,97030,2575
M,25,7,77099,2576
M,50,7,94107,2577
M,35,15,91411,2578
F,45,1,12538,2579
M,25,11,60611,2580
F,25,1,97201,2581
M,35,7,19610,2582
F,56,1,94563,2583
M,45,15,64081-8102,2584
M,25,20,46802,2585
M,35,7,55124,2586
F,56,13,78737,2587
M,25,0,19004,2588
M,18,4,94044,2589
M,18,1,50310,2590
M,50,7,80004-4448,2591
M,56,16,95816,2592
M,35,7,31047,2593
M,18,4,15213,2594
M,50,7,48152,2595
F,50,0,95616,2596
M,25,17,20866,2597
M,25,12,53154,2598
M,25,14,19312,2599
M,35,16,27613,2600
M,45,12,92104,2601
M,25,17,19126,2602
M,25,0,45459,2603
M,35,7,75013,2604
M,50,7,34285,2605
F,56,0,48178,2606
F,25,1,10025,2607
F,50,12,55391,2608
M,45,7,48322,2609
M,25,3,07719,2610
F,45,3,94560,2611
M,35,1,92120,2612
M,25,7,15205,2613
M,25,7,21029,2614
M,35,7,02657,2615
F,45,15,60081,2616
F,18,4,53538,2617
M,35,12,95677,2618
M,18,4,47306,2619
M,18,0,46304,2620
F,35,6,27516,2621
M,56,1,30345,2622
F,35,0,44313,2623
M,35,7,61910,2624
M,56,1,04056,2625
M,25,1,06877,2626
F,25,2,11217,2627
M,25,11,15237,2628
F,18,5,78704,2629
F,50,1,14850,2630
M,56,0,43528,2631
F,35,9,07728,2632
M,56,1,15701,2633
M,35,0,06403,2634
M,18,12,78750,2635
F,35,20,44303,2636
M,25,14,06405,2637
F,25,6,80236,2638
M,35,12,78230,2639
M,25,6,19428,2640
M,25,0,33073,2641
M,45,17,99005,2642
M,18,15,45215,2643
M,25,7,60657,2644
M,45,17,18049,2645
F,35,11,15116,2646
M,25,17,27707,2647
M,25,16,80126,2648
M,45,7,75080,2649
M,56,14,11779,2650
M,35,20,84010,2651
M,25,7,94109,2652
F,35,9,48336,2653
M,35,7,66224,2654
M,56,13,32837,2655
F,1,10,47403,2656
M,25,7,60115,2657
M,35,14,01060,2658
M,56,17,28704,2659
M,56,13,19312,2660
M,25,17,02021,2661
F,25,4,02215,2662
M,35,7,52402,2663
M,35,11,98443,2664
M,45,16,63128,2665
F,35,6,08043,2666
F,25,4,94110,2667
M,45,0,24541,2668
M,35,6,94598,2669
F,35,12,54220,2670
M,35,7,04096,2671
M,35,7,77040,2672
M,25,4,94110,2673
M,35,18,98664,2674
M,56,20,78731,2675
F,35,7,66204,2676
M,25,6,49707,2677
F,18,4,02143,2678
M,25,12,01864,2679
F,25,4,48823,2680
M,18,4,43210,2681
M,35,7,60188,2682
F,18,0,19143,2683
M,45,7,02116,2684
M,25,0,85283,2685
M,1,10,08805,2686
M,25,17,54915,2687
M,25,12,27511,2688
M,25,7,24210,2689
M,18,4,06459,2690
F,18,4,14620,2691
M,56,13,72949,2692
M,18,4,90024,2693
M,35,11,46033,2694
M,25,7,24210,2695
F,50,17,87031,2696
F,25,2,10028,2697
F,56,13,74128,2698
M,25,7,30117,2699
M,45,1,60115,2700
M,45,6,65201,2701
M,35,11,52803,2702
M,56,13,72764,2703
M,25,1,27713,2704
F,25,1,27713,2705
M,56,13,24060,2706
M,25,7,44115,2707
F,25,0,60660,2708
M,35,17,94303,2709
F,25,4,01075,2710
F,18,19,33953,2711
M,25,7,96811,2712
M,18,4,96815,2713
F,50,4,96822,2714
F,50,4,96825,2715
M,25,4,96826,2716
F,25,4,96817,2717
M,25,12,98100,2718
M,35,0,20795,2719
M,45,14,19382,2720
M,35,7,22043,2721
F,25,9,28147,2722
F,45,2,27514,2723
M,35,7,30071,2724
M,45,11,02155,2725
M,25,11,60603,2726
M,35,12,27614,2727
M,50,7,17402,2728
M,35,11,48640,2729
M,35,7,11050,2730
M,45,17,92805,2731
M,45,17,94002,2732
F,18,4,02912,2733
M,25,7,22903,2734
M,45,12,80303,2735
M,25,3,50311,2736
F,50,2,22181,2737
F,35,7,92316,2738
M,45,17,22181,2739
M,25,14,60614,2740
M,25,17,36092,2741
M,25,14,72601,2742
M,18,17,53818,2743
F,35,1,30345,2744
M,50,14,50265-2850,2745
F,18,4,90025,2746
M,25,4,85719,2747
M,25,12,10025,2748
F,25,15,91360,2749
F,25,16,28120,2750
M,25,15,77006,2751
F,50,20,27516,2752
M,50,12,60148,2753
M,35,7,29631,2754
M,18,4,97331,2755
M,25,2,10023,2756
M,56,8,12436,2757
M,25,7,36102,2758
M,56,0,01886,2759
M,35,6,80917,2760
M,50,16,63131,2761
F,18,4,48104,2762
M,25,7,91403,2763
M,50,7,02420,2764
M,45,7,55016,2765
M,25,0,99163,2766
M,25,17,90210,2767
M,25,7,20170,2768
M,35,1,14260,2769
M,18,1,92037,2770
M,35,17,10025,2771
M,35,2,78766,2772
M,25,1,92103,2773
F,18,4,90038,2774
M,25,14,22205,2775
M,18,4,95326,2776
M,56,13,94025,2777
M,35,7,10040,2778
M,25,17,94133,2779
M,35,4,45205,2780
F,18,4,48858,2781
M,45,17,78750,2782
M,50,20,20007,2783
M,56,13,29928,2784
M,25,4,60201,2785
M,25,4,60614,2786
M,56,1,90049,2787
M,18,4,90025,2788
M,25,20,85013,2789
M,56,7,10023,2790
M,18,4,02452,2791
M,35,7,70116,2792
M,25,2,20036,2793
M,50,13,33710,2794
M,25,14,92104,2795
F,25,7,94043,2796
M,35,20,10038,2797
M,18,0,55404,2798
F,18,4,73070,2799
F,25,3,12866,2800
M,35,20,10036,2801
M,25,7,94022,2802
F,35,0,46234,2803
M,56,19,06040,2804
M,1,10,15208,2805
F,35,11,22043,2806
M,56,16,60610,2807
M,25,7,10016,2808
F,1,10,64093,2809
M,25,19,94122,2810
M,25,17,60607,2811
M,25,20,55406,2812
M,35,7,02127,2813
M,35,17,60477,2814
M,25,7,60015,2815
M,35,12,53130,2816
M,25,12,55106,2817
M,45,14,44122,2818
F,35,0,02138,2819
M,18,20,10036,2820
M,50,7,10003,2821
M,25,4,02452,2822
M,18,4,02111,2823
F,25,20,94014,2824
M,35,12,10011,2825
M,25,17,94063,2826
M,18,4,02454,2827
M,45,20,10013,2828
M,35,7,94506,2829
M,25,0,32225,2830
M,25,17,20036,2831
M,25,15,85003,2832
M,35,1,33304,2833
M,35,20,60622,2834
M,25,12,07974,2835
M,18,0,49506,2836
M,18,1,95864,2837
M,25,17,10003,2838
M,25,0,60660,2839
M,50,12,98056,2840
M,35,17,30145,2841
F,25,4,78705,2842
M,25,20,87103,2843
M,25,4,74074,2844
F,18,4,91604,2845
M,18,4,10027,2846
M,25,0,47401,2847
M,45,11,94114,2848
M,18,20,94608,2849
F,25,7,94107,2850
M,25,12,98037,2851
M,1,1,444555,2852
F,18,4,64151,2853
M,25,4,94102,2854
M,35,11,22030,2855
M,25,0,10469,2856
F,1,10,72601,2857
M,18,1,95814,2858
M,35,17,20009,2859
M,25,15,06510,2860
M,45,7,55066,2861
F,25,2,27705,2862
F,35,3,11725,2863
F,25,6,21014,2864
M,25,7,53717,2865
M,45,17,15204,2866
M,35,12,94025,2867
M,50,17,07650,2868
M,50,18,95472,2869
F,25,14,98110,2870
M,25,20,94014,2871
F,18,4,64093,2872
F,35,20,20036,2873
M,25,2,10013,2874
M,25,17,02149,2875
M,35,1,80687,2876
F,50,20,88005,2877
M,18,4,60062,2878
M,18,12,55405,2879
F,25,12,77019,2880
M,18,20,78759,2881
M,18,20,30101,2882
F,50,3,53222,2883
F,18,1,80302,2884
M,18,4,60073,2885
M,25,3,66205,2886
M,25,14,55438,2887
M,35,3,55104,2888
M,35,7,90069,2889
F,18,4,66044,2890
M,25,4,84064,2891
M,25,1,94025,2892
M,18,4,44130,2893
M,25,11,07039,2894
M,18,14,60073,2895
M,25,5,97405,2896
M,18,4,02453,2897
M,35,14,94133,2898
M,18,12,95120,2899
M,25,17,78749,2900
M,25,12,98007,2901
M,25,16,20850,2902
M,25,4,16802,2903
M,35,17,55407,2904
M,35,19,55421,2905
F,35,5,12345,2906
M,18,2,74403,2907
M,25,7,43228,2908
M,1,19,75602,2909
F,25,4,55455,2910
F,18,4,48104,2911
F,35,20,98119,2912
M,25,4,92614,2913
M,25,7,23423,2914
M,45,2,98011,2915
M,25,0,60201,2916
M,25,12,98112,2917
M,18,17,88076,2918
M,25,2,55116,2919
M,50,1,53221,2920
M,25,17,52402,2921
M,35,12,44256,2922
F,18,4,94121,2923
F,25,4,23454,2924
F,18,2,55118,2925
M,25,12,24060,2926
M,25,2,90068,2927
M,18,2,60614,2928
M,50,17,45420,2929
M,18,4,16803,2930
M,25,12,55346,2931
M,35,11,32082,2932
F,35,20,91324,2933
M,25,0,55126,2934
F,18,4,94122,2935
F,18,4,48103,2936
F,25,0,55345,2937
F,25,15,94901,2938
M,25,0,02143,2939
M,35,12,98033,2940
F,50,1,93103,2941
M,35,12,95864,2942
F,18,4,48104,2943
F,35,17,89507,2944
M,35,16,92630,2945
F,25,0,02138,2946
M,18,14,48185,2947
M,25,17,98033,2948
M,18,0,72761,2949
F,35,14,94303,2950
M,25,4,06511,2951
M,25,20,23225,2952
M,18,2,11435,2953
M,35,14,92025,2954
M,25,12,50265,2955
M,18,4,48104,2956
M,25,7,91911,2957
M,35,17,06074,2958
M,18,4,48104,2959
M,50,17,91977,2960
M,35,3,94109,2961
F,18,4,48104,2962
M,25,17,07030,2963
F,35,4,48103,2964
F,25,4,48104,2965
M,25,0,94110,2966
F,18,0,48104,2967
M,25,7,06851,2968
M,18,4,48104,2969
M,25,4,48104,2970
M,25,4,97330,2971
F,18,4,48108,2972
M,18,4,48105,2973
M,35,11,20879,2974
M,18,20,86001,2975
F,18,4,48104,2976
M,35,20,45236,2977
M,35,2,45243,2978
M,45,7,91766,2979
M,45,6,52556,2980
M,25,4,54902,2981
M,18,4,97850,2982
M,25,4,48105,2983
M,18,4,97333,2984
M,25,4,24060,2985
M,18,4,15213,2986
F,18,6,92122,2987
M,35,12,97330,2988
M,35,12,45243,2989
M,50,1,48105,2990
M,18,4,14853,2991
M,18,19,12133,2992
M,35,5,95008,2993
M,25,15,97333,2994
M,18,0,63011,2995
F,35,16,45238,2996
F,25,1,45241,2997
M,25,7,33813,2998
M,25,4,55408,2999
M,18,4,94704,3000
M,45,11,90028,3001
M,18,15,94606,3002
F,18,4,02138,3003
M,25,17,94133,3004
M,18,4,45750,3005
M,35,0,33174,3006
M,18,4,94403,3007
F,35,3,55112,3008
M,25,12,78759,3009
M,25,1,10003,3010
M,25,12,78660,3011
M,45,17,97124,3012
M,35,7,06430,3013
M,56,6,62707,3014
M,18,12,78759,3015
F,35,9,85255,3016
M,35,0,45242,3017
M,50,12,97330,3018
F,35,7,60302,3019
F,45,15,78750,3020
M,25,17,78730,3021
F,25,7,92108,3022
M,35,17,14302,3023
F,35,0,90004,3024
F,18,4,45750,3025
M,18,4,85719,3026
M,1,10,12701,3027
M,18,4,92037,3028
M,35,1,48103,3029
M,18,4,48135,3030
M,25,0,47303,3031
M,18,4,02906,3032
F,18,1,33143,3033
F,25,7,90230,3034
M,56,13,14843,3035
F,25,2,97333,3036
F,35,2,97401,3037
F,50,3,33611,3038
M,25,8,22046,3039
M,25,4,97333,3040
M,56,1,49042,3041
M,18,2,90069,3042
M,35,16,77301,3043
M,45,1,90631,3044
M,1,4,46311,3045
F,25,4,94117,3046
M,18,2,02066,3047
F,50,0,02421,3048
M,35,12,94025,3049
M,18,17,94063,3050
M,35,12,10036,3051
F,25,3,55102,3052
M,18,4,44056,3053
F,25,3,98501,3054
M,25,18,10309,3055
F,25,12,55438,3056
M,18,12,55123,3057
M,35,0,75023,3058
F,35,1,92705,3059
M,45,2,29440,3060
M,18,4,03106,3061
M,18,4,03106,3062
M,35,17,90026,3063
F,18,4,48135,3064
M,18,4,61801,3065
F,25,0,02148,3066
F,35,9,66204,3067
M,18,4,97470,3068
F,18,4,10708,3069
M,25,1,02115,3070
M,50,1,55126,3071
M,25,0,90028,3072
M,25,0,23451,3073
F,25,11,06107,3074
M,35,17,30024,3075
M,18,4,43202,3076
F,35,1,02155,3077
F,25,1,55410,3078
M,25,20,55410,3079
M,25,7,77252,3080
F,35,6,45459,3081
F,50,0,97403,3082
M,25,16,01581,3083
M,25,4,78703,3084
M,18,12,98105,3085
F,1,1,90802,3086
F,25,4,87110,3087
M,45,16,93448,3088
M,25,2,90004,3089
F,25,0,19107,3090
M,35,15,98108,3091
F,45,20,89134,3092
M,35,0,30030,3093
F,25,3,06810,3094
F,45,3,38028,3095
F,25,5,10021,3096
M,25,4,55112,3097
M,25,17,20910,3098
F,25,6,91423,3099
M,18,15,91101,3100
M,25,12,34170,3101
M,25,20,64112,3102
M,18,17,02118,3103
M,35,12,98166,3104
M,25,0,33142,3105
M,25,17,92656,3106
M,50,6,22039,3107
F,25,11,43201,3108
M,25,0,10002,3109
M,18,4,56520,3110
M,18,12,98133,3111
M,25,10,55414,3112
M,18,5,65211,3113
M,35,17,48323,3114
M,25,12,98034,3115
M,35,0,83704,3116
M,25,0,77025,3117
M,45,1,37027,3118
M,18,4,55414,3119
M,25,2,32118,3120
F,25,7,22209,3121
M,25,2,90401,3122
M,25,12,30337,3123
M,25,7,10025,3124
M,25,2,32118,3125
F,25,0,10003,3126
M,18,2,10012,3127
M,25,7,21117,3128
M,25,7,32835,3129
F,25,2,90036,3130
M,35,7,98467,3131
M,18,4,33720,3132
M,18,4,55455,3133
M,25,15,12345,3134
F,25,4,72801,3135
M,25,11,11217,3136
M,35,17,46229,3137
M,56,13,89128,3138
F,25,4,78728,3139
M,25,14,81679,3140
M,25,20,85719,3141
F,50,16,90272,3142
F,25,7,85260,3143
M,18,4,02138,3144
M,25,0,31605,3145
M,25,14,49355,3146
M,18,20,72837,3147
M,18,4,92602,3148
F,25,3,92831,3149
F,25,0,92870,3150
M,18,4,61801,3151
F,25,4,73160,3152
F,25,4,95616,3153
M,25,7,55112,3154
M,35,7,07663,3155
M,25,12,92880,3156
M,25,15,15217,3157
F,25,15,15213,3158
M,25,17,77521,3159
M,25,7,55408,3160
M,25,1,08854-3115,3161
M,18,15,95616,3162
M,18,12,55118,3163
M,35,7,60611,3164
M,18,4,32607,3165
M,25,2,77056,3166
F,35,5,94546,3167
M,50,0,23518,3168
M,25,0,08461,3169
F,50,3,10128,3170
M,18,12,55408,3171
M,25,12,55317,3172
F,18,14,10018,3173
M,35,16,10014,3174
M,25,17,95129,3175
F,25,6,94132,3176
F,35,5,44313,3177
F,18,20,02125,3178
M,25,14,07430,3179
M,25,12,07436,3180
M,25,12,12866,3181
M,50,7,60510,3182
F,25,18,21214,3183
M,18,7,55337,3184
M,50,1,92122,3185
M,35,12,32935,3186
M,56,13,55344,3187
M,25,16,90292,3188
M,1,17,97062,3189
M,25,12,27707,3190
M,18,4,02912,3191
M,25,0,92019,3192
M,25,15,92648,3193
M,18,4,80228,3194
F,18,4,45219,3195
F,18,14,94110,3196
M,25,12,94110,3197
M,18,0,57106,3198
F,25,1,98144,3199
M,45,7,35216,3200
F,18,4,24060,3201
M,35,0,90254,3202
M,45,16,80304,3203
F,35,16,80304,3204
M,18,20,44089,3205
M,35,7,60610,3206
M,25,14,30342,3207
M,25,0,21555,3208
F,45,0,02115,3209
M,50,16,20015,3210
F,25,17,11215,3211
F,25,1,83705,3212
F,56,7,10019,3213
F,50,13,55447,3214
M,35,1,54481,3215
F,35,0,92630,3216
M,56,6,48070,3217
F,18,4,54302,3218
M,35,7,54016,3219
M,25,0,19106,3220
M,35,7,10583,3221
M,25,20,10014,3222
F,25,14,93428,3223
M,18,0,15237,3224
M,35,4,10027,3225
F,25,14,60657,3226
M,25,14,05448,3227
F,56,1,93105,3228
M,35,16,92630,3229
M,25,7,55112,3230
M,35,12,92821,3231
M,50,2,60660,3232
F,1,0,90012,3233
M,18,4,87801,3234
M,18,15,87111,3235
M,35,7,05401,3236
M,35,7,10069,3237
F,25,12,07730,3238
M,18,4,55403,3239
F,50,0,20004,3240
M,50,13,94089,3241
M,25,12,98117,3242
F,18,4,92647,3243
M,18,2,08820,3244
F,35,1,85258,3245
M,35,15,92649,3246
F,25,7,94115,3247
F,25,4,92648,3248
M,25,4,90069,3249
M,35,17,15330,3250
M,50,0,76067,3251
F,35,4,26505,3252
F,35,6,95843,3253
F,25,15,91902,3254
M,25,15,92111,3255
M,25,14,94105,3256
M,45,6,02339,3257
F,18,4,95616,3258
M,25,4,44514,3259
M,45,20,87505,3260
M,25,14,55391,3261
M,50,11,66048,3262
F,25,1,94536,3263
M,25,15,53704,3264
F,25,4,95616,3265
M,25,4,78705,3266
M,25,12,04106,3267
F,18,20,45220,3268
M,18,11,45220,3269
F,35,0,92704,3270
M,35,0,08330,3271
M,35,7,11201,3272
M,25,20,02062,3273
M,35,7,10028,3274
M,25,20,55391,3275
M,25,17,94107,3276
M,35,7,10014,3277
M,45,15,92880,3278
M,25,7,33486,3279
M,25,17,79705,3280
M,45,3,20009,3281
M,35,16,66208,3282
M,25,6,48197,3283
M,25,4,44706,3284
F,35,7,80013,3285
M,56,13,27514-3540,3286
M,25,14,94133,3287
M,45,6,95695,3288
M,25,14,90292,3289
F,25,7,27516,3290
F,50,6,79410,3291
M,45,14,37343,3292
M,18,4,78749,3293
M,18,18,92123,3294
M,18,14,90292,3295
M,18,4,91325,3296
M,1,10,20876,3297
F,25,4,19119,3298
M,35,5,19119,3299
F,25,2,85719,3300
M,25,17,74074,3301
M,56,17,06405,3302
F,45,5,92649,3303
M,56,20,94708,3304
M,45,14,60045,3305
M,50,6,90640,3306
F,18,20,15701-1348,3307
M,25,17,20707,3308
M,45,14,12561,3309
M,25,4,90039,3310
F,18,4,90039,3311
M,35,20,90292,3312
M,25,7,06516,3313
M,25,12,78731,3314
M,1,19,92557,3315
M,25,4,78705,3316
M,56,13,30047,3317
F,56,13,92308,3318
M,25,1,56082,3319
M,35,1,95380,3320
F,18,4,68516,3321
M,35,14,11784,3322
M,35,17,48083,3323
F,35,14,39180,3324
M,45,7,64138,3325
M,18,12,91423,3326
M,56,19,91790-1161,3327
M,50,18,72601,3328
F,35,1,47933,3329
F,25,7,06854,3330
M,25,7,06854,3331
M,18,16,29404-2205,3332
M,35,0,09142,3333
M,25,0,10023,3334
M,35,17,93436,3335
M,25,4,97214,3336
M,45,16,08053,3337
M,25,17,44118,3338
M,45,16,48097,3339
M,25,20,91730,3340
F,25,5,92705,3341
F,18,4,79912,3342
M,35,0,08902,3343
M,25,7,18655,3344
M,35,7,54016,3345
F,35,7,91362,3346
M,45,16,94546,3347
F,18,4,92054,3348
F,18,0,20815,3349
F,18,5,92870,3350
M,35,0,30533,3351
M,35,17,92688,3352
M,25,7,18615,3353
M,25,1,400060,3354
M,35,7,95031,3355
M,25,18,64055,3356
F,25,1,91790,3357
M,25,20,22936,3358
F,25,0,92646,3359
M,25,4,91790,3360
F,25,0,90212,3361
F,35,9,04046,3362
M,56,13,17033,3363
M,50,17,23059,3364
M,35,14,08750,3365
M,50,16,10025,3366
M,25,14,55435,3367
M,45,18,14701,3368
M,18,4,92833,3369
M,25,2,55405,3370
M,56,13,55118,3371
M,18,16,94709,3372
M,35,5,64801,3373
M,25,4,89193,3374
M,35,16,10803,3375
M,25,17,03570,3376
M,18,4,48135,3377
M,35,1,20037,3378
M,50,0,20815,3379
M,25,0,96671,3380
F,1,10,55305,3381
M,56,16,03070,3382
M,35,7,91304,3383
F,25,9,32212,3384
M,18,4,55414,3385
M,18,1,94706,3386
F,25,1,92646,3387
M,18,0,13603,3388
F,45,20,02476,3389
M,18,4,48135,3390
M,50,6,08108,3391
M,35,12,60563,3392
M,35,7,90069,3393
M,25,7,02134,3394
M,25,12,15217,3395
M,25,5,55414,3396
M,18,20,30033,3397
M,25,4,14623,3398
M,25,14,08742,3399
M,35,7,76109,3400
M,35,20,30306,3401
M,35,5,48342,3402
M,25,8,95380,3403
M,35,14,92084,3404
F,25,7,85214,3405
F,45,5,60050,3406
M,25,17,14830,3407
M,25,4,48127,3408
M,35,1,20653,3409
M,18,4,02139,3410
M,25,18,85213,3411
F,25,17,92084,3412
M,25,17,75146,3413
M,35,7,80129,3414
M,25,12,20850,3415
F,18,2,14616,3416
F,18,3,22305,3417
M,45,1,16801,3418
F,25,7,48105,3419
M,45,7,94501,3420
M,25,5,43221,3421
M,25,7,84088,3422
M,25,6,92111,3423
M,18,20,48135,3424
M,25,20,90046,3425
M,25,14,78267,3426
M,45,1,47933,3427
F,25,7,94602,3428
F,45,1,15208,3429
F,45,6,48867,3430
M,25,12,27410,3431
M,18,12,55113,3432
M,18,4,48867,3433
M,45,1,48867,3434
M,35,0,98503,3435
F,25,0,37203,3436
F,25,0,78735,3437
M,18,17,76116,3438
M,56,17,32822,3439
F,25,14,94109,3440
M,18,12,20878,3441
F,35,17,48219,3442
M,50,14,33401,3443
F,35,20,92009,3444
M,25,7,30620,3445
M,25,12,94131,3446
F,18,3,60640,3447
M,25,14,02142,3448
M,25,5,78251,3449
F,25,11,94117,3450
M,25,14,07702,3451
M,35,7,07981,3452
M,18,0,92122,3453
F,25,0,07701,3454
M,25,17,54401,3455
M,25,20,19083,3456
M,45,0,02131,3457
M,18,4,76266,3458
M,1,4,10012,3459
M,35,0,95409,3460
F,25,4,73160,3461
M,25,15,80301,3462
F,25,14,78251,3463
M,25,14,45383,3464
M,25,14,94306,3465
M,25,14,55421,3466
M,25,20,94546,3467
M,45,17,02176,3468
M,35,17,49887,3469
M,18,4,80302,3470
M,25,6,33156,3471
F,35,16,02472,3472
M,35,11,10538,3473
M,25,14,33133,3474
M,50,0,44126,3475
F,50,1,10024,3476
M,25,7,10019,3477
M,18,4,78626,3478
M,25,0,59405,3479
M,18,4,94122,3480
M,50,17,08043,3481
F,45,7,30260,3482
M,18,4,28403,3483
M,25,0,94121,3484
F,18,0,98225,3485
M,18,4,60611,3486
M,45,17,80228,3487
M,18,4,60201,3488
M,25,0,74136,3489
M,25,16,28542,3490
M,35,7,77005,3491
M,25,17,61350,3492
M,25,1,28607,3493
M,18,4,94608,3494
M,35,5,92867,3495
F,35,2,94109,3496
M,25,17,28052,3497
M,25,3,77006,3498
M,35,7,20650,3499
F,35,7,30309,3500
F,18,7,80503,3501
M,18,4,59715,3502
M,18,7,02215,3503
F,25,15,55455,3504
M,18,12,80503,3505
M,25,0,02472,3506
M,18,4,02151,3507
M,18,4,02115,3508
F,18,4,02142,3509
M,50,0,88004,3510
M,18,17,02140,3511
M,25,16,01890,3512
M,18,12,30318,3513
M,35,3,55042,3514
M,18,4,42101,3515
M,18,12,53713,3516
F,18,7,11215,3517
F,25,14,11215,3518
M,25,0,40515,3519
M,25,0,53213,3520
M,18,0,97469,3521
M,35,7,53404,3522
F,25,0,83355,3523
F,18,4,02142,3524
M,35,2,62263-3004,3525
M,25,0,53213,3526
M,35,5,41144,3527
F,45,1,97361,3528
M,25,0,77058,3529
F,25,11,55409,3530
F,35,14,10028,3531
M,25,2,55344,3532
M,35,17,68506,3533
M,45,18,77630,3534
M,18,4,57103,3535
M,1,10,97402,3536
M,35,0,40504,3537
F,25,4,77006,3538
M,18,17,57106,3539
M,25,3,02494,3540
M,25,15,14803,3541
M,25,17,60659,3542
F,25,4,92507,3543
M,35,12,92507,3544
M,25,20,41706,3545
M,35,16,94108,3546
M,45,7,92965,3547
F,35,7,60137,3548
M,25,5,55447,3549
F,56,0,98374,3550
F,35,2,02879,3551
M,35,16,61600,3552
M,25,15,15203,3553
M,56,7,55430,3554
M,25,17,03038,3555
M,18,5,48185,3556
M,18,17,66044,3557
M,18,4,11364,3558
F,25,6,74105,3559
M,35,14,63304,3560
F,25,6,32812,3561
M,25,2,33133,3562
M,25,11,02169,3563
M,25,18,53572,3564
M,45,0,53818,3565
